"country_name","region","income_group","year","coverage","cancer_prevented","deaths_prevented","assumption_type","possible_cancer_cases","possible_cancer_deaths"
"Denmark","Europe & Central Asia","High income",2016,0.16,43.92,20.63,"Historical Results",280.11,131.54
"Dominican Republic","Latin America & Caribbean","Upper middle income",2016,0,0,0,"Historical Results",2033.01,1662.58
"Algeria","Middle East & North Africa","Lower middle income",2016,0,0,0,"Historical Results",2535.31,1662.22
"Ecuador","Latin America & Caribbean","Upper middle income",2016,0.95,2936.76,2068.29,"Historical Results",3154.42,2221.58
"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2016,0,0,0,"Historical Results",3042.16,2296.55
"Spain","Europe & Central Asia","High income",2016,0.78,858.27,429.92,"Historical Results",1122.8,562.43
"Estonia","Europe & Central Asia","High income",2016,0,0,0,"Historical Results",109.52,38.53
"Ethiopia","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",23711.44,19155.45
"Finland","Europe & Central Asia","High income",2016,0.64,77.34,34.11,"Historical Results",123.31,54.38
"Fiji","East Asia & Pacific","Upper middle income",2016,0.53,109.67,89.71,"Historical Results",211.15,172.71
"France","Europe & Central Asia","High income",2016,0.21,568.15,270.91,"Historical Results",2760.67,1316.4
"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",27.88,21.53
"Gabon","Sub-Saharan Africa","Upper middle income",2016,0,0,0,"Historical Results",521.01,319.46
"United Kingdom","Europe & Central Asia","High income",2016,0.83,1950.22,726.45,"Historical Results",2397.61,893.1
"Georgia","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",210.65,139.67
"Ghana","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",8131.76,5954.86
"Guinea","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",5847.83,4692.3
"Gambia, The","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",1115.96,1002.14
"Guinea-Bissau","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",641.26,521.93
"Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2016,0,0,0,"Historical Results",274.96,180.99
"Greece","Europe & Central Asia","High income",2016,0,0,0,"Historical Results",445.36,209.89
"Guatemala","Latin America & Caribbean","Upper middle income",2016,0,0,0,"Historical Results",4151.79,2989.93
"Guyana","Latin America & Caribbean","Upper middle income",2016,0.08,15.72,9.95,"Historical Results",200.55,126.88
"Honduras","Latin America & Caribbean","Lower middle income",2016,0.53,889.88,610.85,"Historical Results",1713.29,1176.06
"Croatia","Europe & Central Asia","High income",2016,0,0,0,"Historical Results",177.16,88.75
"Haiti","Latin America & Caribbean","Lower middle income",2016,0,0,0,"Historical Results",1623.15,1347.76
"Hungary","Europe & Central Asia","High income",2016,0.72,468.69,199.46,"Historical Results",664.24,282.67
"Indonesia","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",50897.67,36364.34
"India","South Asia","Lower middle income",2016,0,0,0,"Historical Results",214324.23,154450.9
"Ireland","Europe & Central Asia","High income",2016,0.75,200.72,86.68,"Historical Results",273.09,117.93
"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income",2016,0,0,0,"Historical Results",1840.89,1538.87
"Iraq","Middle East & North Africa","Upper middle income",2016,0,0,0,"Historical Results",870.36,673.61
"Iceland","Europe & Central Asia","High income",2016,0.91,10.97,6.89,"Historical Results",12.31,7.73
"Israel","Middle East & North Africa","High income",2016,0.57,188.68,130.89,"Historical Results",337.77,234.33
"Italy","Europe & Central Asia","High income",2016,0.53,828.1,315.05,"Historical Results",1594.35,606.56
"Jamaica","Latin America & Caribbean","Upper middle income",2016,0,0,0,"Historical Results",475.36,347.65
"Jordan","Middle East & North Africa","Upper middle income",2016,0,0,0,"Historical Results",390.69,312.79
"Japan","East Asia & Pacific","High income",2016,0,0,0,"Historical Results",6343.98,2339.91
"Kazakhstan","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",1557.89,817.05
"Kenya","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",15251.5,10771.31
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2016,0,0,0,"Historical Results",712.44,497.2
"Cambodia","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",1854.65,1325.29
"Kiribati","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",30.21,24.85
"Korea, Rep.","East Asia & Pacific","High income",2016,0,0,0,"Historical Results",1781.55,969.97
"Kuwait","Middle East & North Africa","High income",2016,0,0,0,"Historical Results",62.84,46.45
"Lao PDR","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",758.95,519.8
"Lebanon","Middle East & North Africa","Lower middle income",2016,0,0,0,"Historical Results",259.21,186.22
"Liberia","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",2021.42,1665.3
"Libya","Middle East & North Africa","Upper middle income",2016,0,0,0,"Historical Results",446.99,347.22
"St. Lucia","Latin America & Caribbean","Upper middle income",2016,0,0,0,"Historical Results",27.01,21.5
"Sri Lanka","South Asia","Lower middle income",2016,0,0,0,"Historical Results",1739.75,1075.66
"Lesotho","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",824.67,609.31
"Lithuania","Europe & Central Asia","High income",2016,0,0,0,"Historical Results",206.39,99.65
"Luxembourg","Europe & Central Asia","High income",2016,0.14,2.58,1.39,"Historical Results",18.82,10.1
"Latvia","Europe & Central Asia","High income",2016,0.33,44.52,24.17,"Historical Results",137.65,74.72
"Morocco","Middle East & North Africa","Lower middle income",2016,0,0,0,"Historical Results",3357.8,2119.44
"Moldova","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",235.87,144.49
"Madagascar","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",10530.64,8154.07
"Maldives","South Asia","Upper middle income",2016,0,0,0,"Historical Results",60.28,41.11
"Mexico","Latin America & Caribbean","Upper middle income",2016,0.99,12903.68,7393.98,"Historical Results",13300.02,7621.09
"Marshall Islands","East Asia & Pacific","Upper middle income",2016,0.31,4.83,3.9,"Historical Results",15.91,12.84
"North Macedonia","Europe & Central Asia","Upper middle income",2016,0.44,31.88,21.04,"Historical Results",73.94,48.78
"Mali","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",5864.26,4796.46
"Malta","Middle East & North Africa","High income",2016,0.83,6.58,4.99,"Historical Results",8.09,6.14
"Myanmar","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",9860.38,7312.16
"Montenegro","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",74.77,45.49
"Mongolia","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",389.58,352.87
"Mozambique","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",12808.16,10572.97
"Mauritania","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",1029.07,779.82
"Mauritius","Sub-Saharan Africa","Upper middle income",2016,0,0,0,"Historical Results",134.64,94.24
"Malawi","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",10835.68,8873.27
"Malaysia","East Asia & Pacific","Upper middle income",2016,0.83,2252.28,1865.19,"Historical Results",2768.97,2293.08
"Namibia","Sub-Saharan Africa","Upper middle income",2016,0,0,0,"Historical Results",831.48,594.8
"Niger","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",2045.62,1754.73
"Nigeria","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",25469.45,19720.92
"Nicaragua","Latin America & Caribbean","Lower middle income",2016,0,0,0,"Historical Results",1333.02,907.53
"Netherlands","Europe & Central Asia","High income",2016,0.53,296.06,127.22,"Historical Results",570,244.93
"Norway","Europe & Central Asia","High income",2016,0.84,232.57,90.33,"Historical Results",282.52,109.73
"Nepal","South Asia","Lower middle income",2016,0,0,0,"Historical Results",6715.95,5262.83
"New Zealand","East Asia & Pacific","High income",2016,0.6,89.98,56.81,"Historical Results",153.03,96.62
"Oman","Middle East & North Africa","High income",2016,0,0,0,"Historical Results",180.35,138.33
"Pakistan","South Asia","Lower middle income",2016,0,0,0,"Historical Results",10179.7,7084.06
"Panama","Latin America & Caribbean","High income",2016,0.77,366.75,262.28,"Historical Results",486.02,347.58
"Peru","Latin America & Caribbean","Upper middle income",2016,0.51,3339.86,2398.75,"Historical Results",6682.39,4799.41
"Philippines","East Asia & Pacific","Lower middle income",2016,0.24,3593.18,2574.85,"Historical Results",15277.14,10947.47
"Papua New Guinea","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",2130.97,1615.06
"Poland","Europe & Central Asia","High income",2016,0,0,0,"Historical Results",2107.35,1306.96
"Portugal","Europe & Central Asia","High income",2016,0.85,430.39,215.69,"Historical Results",516.67,258.93
"Paraguay","Latin America & Caribbean","Upper middle income",2016,0.62,1217.81,899.84,"Historical Results",2004.29,1480.97
"West Bank and Gaza","Middle East & North Africa","Lower middle income",2016,0,0,0,"Historical Results",472.26,360.05
"Qatar","Middle East & North Africa","High income",2016,0,0,0,"Historical Results",40.04,44.27
"Romania","Europe & Central Asia","High income",2016,0,0,0,"Historical Results",1867.87,1110.31
"Russian Federation","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",7601.01,3981.63
"Rwanda","Sub-Saharan Africa","Low income",2016,0.86,3015.33,2418.5,"Historical Results",3577.75,2869.6
"Saudi Arabia","Middle East & North Africa","High income",2016,0,0,0,"Historical Results",851.12,600.2
"Sudan","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",3728.53,2901.14
"Senegal","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",5985.41,4731.08
"Singapore","East Asia & Pacific","High income",2016,0,0,0,"Historical Results",213.56,158.66
"Solomon Islands","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",184.56,132.56
"Sierra Leone","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",1289.56,1047.72
"El Salvador","Latin America & Caribbean","Lower middle income",2016,0,0,0,"Historical Results",896.16,691.97
"Somalia","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",3334.08,2813.67
"Serbia","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",763.28,440.45
"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",98.28,94.24
"Suriname","Latin America & Caribbean","Upper middle income",2016,0.37,37.24,26.27,"Historical Results",102.71,72.46
"Slovak Republic","Europe & Central Asia","High income",2016,0,0,0,"Historical Results",377.82,190.03
"Slovenia","Europe & Central Asia","High income",2016,0.41,21.06,13.99,"Historical Results",52.4,34.82
"Sweden","Europe & Central Asia","High income",2016,0.73,318.42,137.11,"Historical Results",445.09,191.66
"Eswatini","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",833.47,603.59
"Chad","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",2352.74,1976.34
"Togo","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",1502.2,1185.7
"Thailand","East Asia & Pacific","Upper middle income",2016,0,0,0,"Historical Results",7473.5,4919.43
"Tajikistan","Europe & Central Asia","Lower middle income",2016,0,0,0,"Historical Results",638.96,480.03
"Turkmenistan","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",614.65,411.28
"Timor-Leste","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",216.68,164.37
"Tonga","East Asia & Pacific","Upper middle income",2016,0,0,0,"Historical Results",35.32,29.43
"Trinidad and Tobago","Latin America & Caribbean","High income",2016,0.06,11.43,7.56,"Historical Results",194.34,128.61
"Tunisia","Middle East & North Africa","Lower middle income",2016,0,0,0,"Historical Results",386.71,237.42
"Türkiye","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",3952.76,2606.16
"Tuvalu","East Asia & Pacific","Upper middle income",2016,0,0,0,"Historical Results",3.94,3.28
"Tanzania","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",36510.31,26799.71
"Uganda","Sub-Saharan Africa","Low income",2016,0.3,6817.99,5467.56,"Historical Results",23190.44,18597.13
"Ukraine","Europe & Central Asia","Lower middle income",2016,0,0,0,"Historical Results",2050.98,902.77
"Uruguay","Latin America & Caribbean","High income",2016,0.45,104.5,70.06,"Historical Results",236.97,158.87
"United States","North America","High income",2016,0.36,4010.56,2036.6,"Historical Results",11367.81,5772.67
"Uzbekistan","Europe & Central Asia","Lower middle income",2016,0,0,0,"Historical Results",2372.4,1602.71
"Vietnam","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",4755.52,3377.06
"Vanuatu","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",37.12,32.98
"Samoa","East Asia & Pacific","Lower middle income",2016,0,0,0,"Historical Results",22.05,17.67
"Kosovo","Europe & Central Asia","Upper middle income",2016,0,0,0,"Historical Results",58.63,35.18
"South Africa","Sub-Saharan Africa","Upper middle income",2016,0.61,8263.29,4838.67,"Historical Results",13822.84,8094.13
"Zambia","Sub-Saharan Africa","Low income",2016,0,0,0,"Historical Results",11722.45,8455.39
"Zimbabwe","Sub-Saharan Africa","Lower middle income",2016,0,0,0,"Historical Results",8337.24,6408.94
"Afghanistan","South Asia","Low income",2017,0,0,0,"Historical Results",3894.72,3018.41
"Angola","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",11864.08,8670.7
"Albania","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",102.32,62.18
"United Arab Emirates","Middle East & North Africa","High income",2017,0,0,0,"Historical Results",300.14,226.53
"Argentina","Latin America & Caribbean","Upper middle income",2017,0.49,2334.41,1531.48,"Historical Results",4861.34,3189.25
"Armenia","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",142.51,105.27
"Australia","East Asia & Pacific","High income",2017,0.72,517.6,281.82,"Historical Results",733.56,399.4
"Austria","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",227.19,119.27
"Azerbaijan","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",371.83,251.27
"Burundi","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",5108.72,4268.48
"Belgium","Europe & Central Asia","High income",2017,0.68,297.83,136.39,"Historical Results",446.92,204.66
"Benin","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",1555.52,1147.24
"Burkina Faso","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",3221.56,2675.05
"Bangladesh","South Asia","Lower middle income",2017,0,0,0,"Historical Results",13080.04,9156.79
"Bulgaria","Europe & Central Asia","Upper middle income",2017,0.07,34.17,18.77,"Historical Results",498.08,273.56
"Bahrain","Middle East & North Africa","High income",2017,0,0,0,"Historical Results",41.65,27.58
"Bahamas, The","Latin America & Caribbean","High income",2017,0.17,8.68,6.38,"Historical Results",52.07,38.29
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",168.01,93.65
"Belarus","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",422.81,195.07
"Belize","Latin America & Caribbean","Upper middle income",2017,0.51,39.87,38.89,"Historical Results",79.78,77.81
"Bolivia","Latin America & Caribbean","Lower middle income",2017,0.66,1969.78,1500.93,"Historical Results",3045.43,2320.55
"Brazil","Latin America & Caribbean","Upper middle income",2017,0.93,18682.2,11311.34,"Historical Results",20498.35,12410.95
"Barbados","Latin America & Caribbean","High income",2017,0.14,4.61,3.14,"Historical Results",33.62,22.88
"Brunei Darussalam","East Asia & Pacific","High income",2017,0.88,38.85,12.74,"Historical Results",45.05,14.77
"Bhutan","South Asia","Lower middle income",2017,0,0,0,"Historical Results",76.51,51.2
"Botswana","Sub-Saharan Africa","Upper middle income",2017,0,0,0,"Historical Results",749.36,523.35
"Central African Republic","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",911.61,749.18
"Canada","North America","High income",2017,0.83,782.31,451.37,"Historical Results",961.78,554.92
"Switzerland","Europe & Central Asia","High income",2017,0.59,89.43,49,"Historical Results",154.66,84.74
"Chile","Latin America & Caribbean","High income",2017,0.68,1009.42,696.14,"Historical Results",1514.74,1044.63
"China","East Asia & Pacific","Upper middle income",2017,0,0,0,"Historical Results",66622.75,42315.45
"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",6998.09,5440.52
"Cameroon","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",6934.37,5145.45
"Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",26200.71,21004.91
"Congo, Rep.","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",1222.25,853.15
"Colombia","Latin America & Caribbean","Upper middle income",2017,0.03,189.88,130.72,"Historical Results",6458.38,4446.2
"Comoros","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",384.1,296.54
"Cabo Verde","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",80.6,72.19
"Costa Rica","Latin America & Caribbean","Upper middle income",2017,0,0,0,"Historical Results",323.21,292.09
"Cyprus","Europe & Central Asia","High income",2017,0.57,19.27,24.41,"Historical Results",34.5,43.7
"Czech Republic","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",442.82,269.87
"Germany","Europe & Central Asia","High income",2017,0.4,961.77,487.58,"Historical Results",2453.49,1243.82
"Djibouti","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",102.89,82.34
"Denmark","Europe & Central Asia","High income",2017,0.36,100.35,47.25,"Historical Results",284.45,133.93
"Dominican Republic","Latin America & Caribbean","Upper middle income",2017,0.34,678.84,555.5,"Historical Results",2037.34,1667.17
"Algeria","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",2725.21,1787.43
"Ecuador","Latin America & Caribbean","Upper middle income",2017,0.86,2673.5,1884.76,"Historical Results",3172.16,2236.31
"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",3103.83,2345.75
"Spain","Europe & Central Asia","High income",2017,0.82,939.75,471.48,"Historical Results",1169.42,586.71
"Estonia","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",114.24,40.26
"Ethiopia","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",24039.46,19429.43
"Finland","Europe & Central Asia","High income",2017,0.62,76.37,33.76,"Historical Results",125.68,55.56
"Fiji","East Asia & Pacific","Upper middle income",2017,0.56,120.02,98.31,"Historical Results",218.69,179.13
"France","Europe & Central Asia","High income",2017,0.24,651.03,310.73,"Historical Results",2767.98,1321.15
"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2017,0.66,18.26,14.12,"Historical Results",28.23,21.83
"Gabon","Sub-Saharan Africa","Upper middle income",2017,0,0,0,"Historical Results",540.74,331.98
"United Kingdom","Europe & Central Asia","High income",2017,0.82,1999.14,746.37,"Historical Results",2487.74,928.78
"Georgia","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",219.12,145.4
"Ghana","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",8360.58,6131.15
"Guinea","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",5999.63,4817.7
"Gambia, The","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",1164.5,1046.81
"Guinea-Bissau","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",664.95,541.53
"Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2017,0,0,0,"Historical Results",287.89,189.49
"Greece","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",452.1,213.43
"Guatemala","Latin America & Caribbean","Upper middle income",2017,0,0,0,"Historical Results",4131.5,2977.28
"Guyana","Latin America & Caribbean","Upper middle income",2017,0.13,24.73,15.66,"Historical Results",194.15,122.93
"Honduras","Latin America & Caribbean","Lower middle income",2017,0.62,1040.21,713.99,"Historical Results",1712,1175.1
"Croatia","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",183.78,92.24
"Haiti","Latin America & Caribbean","Lower middle income",2017,0,0,0,"Historical Results",1639.92,1362.27
"Hungary","Europe & Central Asia","High income",2017,0.72,471.38,200.95,"Historical Results",668.06,284.79
"Indonesia","East Asia & Pacific","Lower middle income",2017,0.03,1488.09,1064.16,"Historical Results",50615.29,36195.97
"India","South Asia","Lower middle income",2017,0,0,0,"Historical Results",216016.62,155814.39
"Ireland","Europe & Central Asia","High income",2017,0.53,148.14,64.11,"Historical Results",285.21,123.43
"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",1892.24,1583.23
"Iraq","Middle East & North Africa","Upper middle income",2017,0,0,0,"Historical Results",887.53,687.19
"Iceland","Europe & Central Asia","High income",2017,0.89,10.94,6.88,"Historical Results",12.55,7.89
"Israel","Middle East & North Africa","High income",2017,0.5,169.56,117.85,"Historical Results",346.04,240.51
"Italy","Europe & Central Asia","High income",2017,0.49,771.45,294.08,"Historical Results",1606.52,612.42
"Jamaica","Latin America & Caribbean","Upper middle income",2017,0,0,0,"Historical Results",469.11,343.27
"Jordan","Middle East & North Africa","Upper middle income",2017,0,0,0,"Historical Results",402.8,322.76
"Japan","East Asia & Pacific","High income",2017,0,0,0,"Historical Results",6348.73,2345.79
"Kazakhstan","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",1706.36,895.6
"Kenya","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",15708.67,11098.47
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2017,0,0,0,"Historical Results",741.45,517.88
"Cambodia","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",1905.71,1363.22
"Kiribati","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",32.87,27.07
"Korea, Rep.","East Asia & Pacific","High income",2017,0.49,853.94,466.12,"Historical Results",1778.29,970.68
"Kuwait","Middle East & North Africa","High income",2017,0,0,0,"Historical Results",66.42,49.12
"Lao PDR","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",772.21,529.52
"Lebanon","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",254.95,183.3
"Liberia","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",2077.38,1712.59
"Libya","Middle East & North Africa","Upper middle income",2017,0,0,0,"Historical Results",459.66,357.52
"St. Lucia","Latin America & Caribbean","Upper middle income",2017,0,0,0,"Historical Results",26.12,20.8
"Sri Lanka","South Asia","Lower middle income",2017,0,0,0,"Historical Results",1746.09,1080.37
"Lesotho","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",815.04,602.69
"Lithuania","Europe & Central Asia","High income",2017,0.28,55.44,26.79,"Historical Results",202.04,97.64
"Luxembourg","Europe & Central Asia","High income",2017,0.14,2.61,1.4,"Historical Results",18.99,10.21
"Latvia","Europe & Central Asia","High income",2017,0.35,48.15,26.18,"Historical Results",140.39,76.34
"Morocco","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",3374.47,2130.53
"Moldova","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",241.81,148.38
"Madagascar","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",10772.89,8346.26
"Maldives","South Asia","Upper middle income",2017,0,0,0,"Historical Results",64.73,44.16
"Mexico","Latin America & Caribbean","Upper middle income",2017,0.97,12608.01,7230.2,"Historical Results",13263.22,7605.93
"Marshall Islands","East Asia & Pacific","Upper middle income",2017,0.21,3.32,2.68,"Historical Results",16.12,13.03
"North Macedonia","Europe & Central Asia","Upper middle income",2017,0.38,26.88,17.77,"Historical Results",72.19,47.73
"Mali","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",6122.93,5009.54
"Malta","Middle East & North Africa","High income",2017,0.78,6.23,4.74,"Historical Results",8.15,6.2
"Myanmar","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",9720.87,7216.59
"Montenegro","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",75.31,45.95
"Mongolia","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",414.91,376.97
"Mozambique","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",13173.08,10880.49
"Mauritania","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",1060.23,803.91
"Mauritius","Sub-Saharan Africa","Upper middle income",2017,0.77,97.92,68.66,"Historical Results",129.77,91
"Malawi","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",11276.04,9237.97
"Malaysia","East Asia & Pacific","Upper middle income",2017,0.96,2563.26,2126.4,"Historical Results",2724.56,2260.2
"Namibia","Sub-Saharan Africa","Upper middle income",2017,0,0,0,"Historical Results",865.67,620.22
"Niger","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",2141.26,1837.47
"Nigeria","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",26338.27,20409.35
"Nicaragua","Latin America & Caribbean","Lower middle income",2017,0,0,0,"Historical Results",1344.81,915.89
"Netherlands","Europe & Central Asia","High income",2017,0.46,252.14,108.64,"Historical Results",559.32,241
"Norway","Europe & Central Asia","High income",2017,0.85,239.77,93.46,"Historical Results",287.84,112.2
"Nepal","South Asia","Lower middle income",2017,0,0,0,"Historical Results",6659.13,5222.99
"New Zealand","East Asia & Pacific","High income",2017,0.56,86.28,54.6,"Historical Results",157.22,99.49
"Oman","Middle East & North Africa","High income",2017,0,0,0,"Historical Results",188.02,144.31
"Pakistan","South Asia","Lower middle income",2017,0,0,0,"Historical Results",10330.28,7191.65
"Panama","Latin America & Caribbean","High income",2017,0.71,342.98,245.45,"Historical Results",492.93,352.76
"Peru","Latin America & Caribbean","Upper middle income",2017,0.57,3776.81,2715.81,"Historical Results",6761.21,4861.82
"Philippines","East Asia & Pacific","Lower middle income",2017,0.04,607.28,435.78,"Historical Results",15491.93,11116.82
"Papua New Guinea","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",2173.57,1650.52
"Poland","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",2200.24,1365.94
"Portugal","Europe & Central Asia","High income",2017,0.83,416.01,208.84,"Historical Results",511.45,256.76
"Paraguay","Latin America & Caribbean","Upper middle income",2017,0.64,1271.4,940.61,"Historical Results",2027.11,1499.69
"West Bank and Gaza","Middle East & North Africa","Lower middle income",2017,0,0,0,"Historical Results",486.12,370.87
"Qatar","Middle East & North Africa","High income",2017,0,0,0,"Historical Results",41.66,46.11
"Romania","Europe & Central Asia","High income",2017,0,0,0,"Historical Results",1916.04,1140.82
"Russian Federation","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",7806.12,4092.77
"Rwanda","Sub-Saharan Africa","Low income",2017,0.83,3007.51,2413.88,"Historical Results",3697.46,2967.64
"Saudi Arabia","Middle East & North Africa","High income",2017,0,0,0,"Historical Results",864.93,610.58
"Sudan","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",3813.06,2968.75
"Senegal","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",6229.85,4927.47
"Singapore","East Asia & Pacific","High income",2017,0,0,0,"Historical Results",217.64,161.84
"Solomon Islands","East Asia & Pacific","Lower middle income",2017,0,0,0,"Historical Results",188.16,135.26
"Sierra Leone","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",1327.76,1079.19
"El Salvador","Latin America & Caribbean","Lower middle income",2017,0,0,0,"Historical Results",890.63,688.42
"Somalia","Sub-Saharan Africa","Low income",2017,0,0,0,"Historical Results",3441.74,2905.24
"Serbia","Europe & Central Asia","Upper middle income",2017,0,0,0,"Historical Results",757.54,437.81
"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income",2017,0,0,0,"Historical Results",100.62,96.5
